"MSSubClass","MSZoning","LotArea","LotShape","LandContour","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","PavedDrive","MoSold","YrSold","SalePrice"
20,"RL",8872,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,8,1965,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Unf",317,912,"GasA","Ex","Y","SBrkr",912,0,0,912,1,0,1,0,2,1,3,5,"Typ",0,"Detchd",2,576,"TA","Y",12,2008,147000
120,"RL",8769,"Reg","Lvl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2008,2008,"Hip","CompShg","MetalSd","MetalSd","BrkFace",1,"TA","PConc",1,"TA","GLQ","Unf",162,1702,"GasA","Ex","Y","SBrkr",1702,0,0,1702,1,0,1,1,1,1,1,7,"Typ",1,"Attchd",3,1052,"TA","Y",10,2008,367294
80,"RL",7910,"Reg","Lvl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1960,1960,"Hip","CompShg","BrkFace","HdBoard","None",4,"TA","CBlock",4,"TA","ALQ","Unf",409,1075,"GasA","Gd","Y","SBrkr",1507,0,0,1507,0,0,2,0,4,1,4,7,"Maj1",0,"Basment",1,404,"TA","Y",8,2008,127000
90,"RL",18890,"IR1","Lvl","Sawyer","Feedr","RRAe","Duplex","1.5Fin",5,5,1977,1977,"Shed","CompShg","Plywood","Plywood","None",4,"TA","CBlock",3,"TA","GLQ","Rec",652,1361,"GasA","Ex","Y","SBrkr",1361,1259,0,2620,0,0,2,2,4,2,4,12,"Typ",1,"BuiltIn",2,600,"TA","N",8,2007,190000
90,"RL",7728,"Reg","Lvl","NAmes","Norm","Norm","Duplex","SLvl",5,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Unf",303,1106,"GasA","TA","Y","SBrkr",1190,0,0,1190,1,0,1,0,3,1,4,6,"Typ",0,"Attchd",2,540,"TA","Y",5,2006,132500
90,"RL",9842,"Reg","Lvl","NAmes","Norm","Norm","Duplex","1Story",4,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","Slab",3.26141953619115,NA,NA,NA,0,0,"GasA","TA","Y","SBrkr",1224,0,0,1224,0,0,2,0,2,2,4,6,"Typ",0,"CarPort",2,462,"TA","Y",3,2007,101800
20,"RL",12160,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",4,"TA","CBlock",4,"TA","Rec","Unf",188,1188,"GasA","Fa","Y","SBrkr",1188,0,0,1188,1,0,1,0,3,1,4,6,"Typ",0,"Attchd",2,531,"TA","Y",5,2010,142000
70,"RH",8525,"Reg","Bnk","SWISU","Norm","Norm","1Fam","2Story",5,6,1911,1950,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","PConc",4,"TA","Unf","Unf",940,940,"GasA","TA","N","FuseA",1024,940,0,1964,0,0,1,1,4,1,4,7,"Typ",0,NA,0,0,NA,"N",11,2008,130000
70,"RL",13132,"Reg","Lvl","Crawfor","Norm","Norm","1Fam","2Story",5,5,1914,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",3,"TA","Unf","Unf",747,747,"GasA","Gd","Y","FuseF",892,892,0,1784,0,0,1,1,4,1,4,9,"Typ",0,"Detchd",1,180,"Fa","N",7,2006,138887
160,"RL",2628,"Reg","Lvl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",3,"TA","PConc",3,"TA","Unf","Unf",764,764,"GasA","Ex","Y","SBrkr",764,862,0,1626,0,0,2,1,2,1,3,6,"Typ",0,"BuiltIn",2,474,"TA","Y",6,2010,175500
60,"RL",12393,"IR2","Lvl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",847,847,"GasA","Ex","Y","SBrkr",847,1101,0,1948,0,0,2,1,4,1,3,8,"Typ",1,"BuiltIn",2,434,"TA","Y",9,2006,195000
20,"RL",13072,"Reg","Lvl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",1141,1141,"GasA","Ex","Y","SBrkr",1141,0,0,1141,0,0,1,1,3,1,4,6,"Typ",0,"Detchd",2,484,"TA","Y",3,2006,142500
20,"RL",9037,"IR1","HLS","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",1048,1476,"GasA","Ex","Y","SBrkr",1484,0,0,1484,0,0,2,0,2,1,1,6,"Typ",1,"Attchd",2,472,"TA","Y",12,2007,265900
60,"RL",8158,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",334,884,"GasA","Ex","Y","SBrkr",884,884,0,1768,1,0,2,1,3,1,3,8,"Typ",0,"Attchd",2,543,"TA","Y",7,2008,224900
20,"RL",9849,"Reg","Lvl","Somerst","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",1689,1689,"GasA","Ex","Y","SBrkr",1689,0,0,1689,0,0,2,0,3,1,3,7,"Typ",0,"Attchd",3,954,"TA","Y",6,2007,248328
85,"RL",10625,"Reg","Lvl","NWAmes","Norm","Norm","1Fam","SFoyer",7,6,1974,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",4,"TA","CBlock",3,"TA","GLQ","LwQ",0,1053,"GasA","TA","Y","SBrkr",1173,0,0,1173,1,0,2,0,3,1,3,6,"Typ",2,"Attchd",2,528,"TA","Y",1,2010,170000
20,"RL",13891,"Reg","Lvl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",NA,1,"TA","PConc",1,"Gd","GLQ","Unf",690,2076,"GasA","Ex","Y","SBrkr",2076,0,0,2076,1,0,2,1,2,1,1,7,"Typ",1,"Attchd",3,850,"TA","Y",9,2006,465000
70,"RL",11435,"IR1","HLS","Crawfor","Norm","Norm","1Fam","2Story",8,7,1929,1950,"Gable","CompShg","BrkFace","Stucco","None",4,"TA","PConc",3,"TA","Unf","Unf",792,792,"GasA","Fa","Y","SBrkr",792,725,0,1517,0,0,1,0,3,1,3,7,"Typ",2,"Detchd",2,400,"TA","Y",6,2006,230000
80,"RL",12090,"Reg","Lvl","NWAmes","Norm","Norm","1Fam","SLvl",6,7,1984,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","CBlock",3,"TA","Unf","Unf",585,585,"GasA","Ex","Y","SBrkr",1140,728,0,1868,0,0,3,1,3,1,4,7,"Typ",1,"BuiltIn",2,477,"TA","Y",1,2007,178000
60,"FV",8125,"Reg","Lvl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",756,756,"GasA","Ex","Y","SBrkr",756,797,0,1553,0,0,2,1,3,1,3,6,"Typ",0,"Attchd",2,615,"TA","Y",3,2006,186500
80,"RL",12328,"IR1","Lvl","Mitchel","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","GLQ","Unf",473,1012,"GasA","TA","Y","SBrkr",1034,0,0,1034,1,0,1,0,3,1,4,6,"Typ",0,"Attchd",3,888,"TA","Y",5,2010,169900
75,"RM",9600,"Reg","Lvl","OldTown","Norm","Norm","1Fam","2.5Unf",6,5,1917,1950,"Gable","CompShg","AsbShng","AsbShng","None",4,"TA","BrkTil",3,"TA","Rec","Unf",416,735,"OthW","Fa","N","SBrkr",1134,924,0,2058,0,0,1,1,3,1,4,8,"Typ",1,"Detchd",2,396,"Fa","P",4,2008,129500
20,"RL",7200,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","BLQ","Rec",246,876,"GasA","TA","Y","SBrkr",988,0,0,988,0,0,1,0,3,1,4,6,"Typ",0,"Attchd",1,276,"TA","Y",5,2007,119000
20,"RL",11160,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",7,5,1968,1968,"Hip","CompShg","BrkFace","BrkFace","None",3,"TA","CBlock",4,"TA","ALQ","Unf",1045,2110,"GasA","Ex","Y","SBrkr",2110,0,0,2110,1,0,2,1,3,1,1,8,"Typ",2,"Attchd",2,522,"TA","Y",4,2010,244000
120,"RL",3136,"IR1","Lvl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",3,"TA","PConc",3,"TA","Unf","Unf",1405,1405,"GasA","Ex","Y","SBrkr",1405,0,0,1405,0,0,2,0,2,1,3,6,"Typ",1,"Attchd",2,478,"TA","Y",3,2006,171750
20,"RL",9858,"Reg","Lvl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",4,"TA","BLQ","Unf",354,864,"GasA","TA","Y","SBrkr",874,0,0,874,1,0,1,0,3,1,4,5,"Typ",0,"Attchd",1,288,"TA","Y",11,2009,130000
60,"RL",17542,"IR1","Lvl","Veenker","Norm","Norm","1Fam","2Story",7,7,1974,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","None",3,"TA","CBlock",4,"TA","LwQ","ALQ",36,1192,"GasA","TA","Y","SBrkr",1516,651,0,2167,1,0,2,1,3,1,3,9,"Typ",2,"Attchd",2,518,"TA","Y",7,2007,294000
60,"RL",6931,"Reg","Lvl","Edwards","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",746,746,"GasA","Ex","Y","SBrkr",760,896,0,1656,0,0,2,1,3,1,3,7,"Typ",1,"BuiltIn",2,397,"TA","Y",7,2008,165400
50,"RM",6240,"Reg","Lvl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1931,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",4,"Fa","LwQ","Unf",459,884,"GasA","TA","Y","FuseA",959,408,0,1367,0,0,1,0,3,1,4,6,"Typ",1,"Detchd",1,560,"TA","Y",11,2007,127500
20,"RL",14303,"IR1","Lvl","NoRidge","Norm","Norm","1Fam","1Story",8,5,1994,1994,"Hip","CompShg","HdBoard","HdBoard","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",672,1986,"GasA","Ex","Y","SBrkr",1987,0,0,1987,1,0,2,0,2,1,3,7,"Typ",1,"Attchd",2,691,"TA","Y",8,2008,301500
30,"RL",4060,"Reg","Lvl","Edwards","Feedr","Norm","1Fam","1Story",5,8,1922,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","PConc",2,"TA","Unf","Unf",864,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,4,4,"Typ",0,NA,0,0,NA,"Y",7,2009,99900
80,"RL",9587,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","GLQ","Unf",201,856,"GasA","Ex","Y","SBrkr",1166,0,0,1166,1,0,2,0,2,1,3,5,"Typ",0,"Attchd",2,400,"TA","Y",7,2008,190000
20,"RL",9750,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",6,8,1969,1969,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",3,"TA","ALQ","LwQ",14,1054,"GasA","Gd","Y","SBrkr",1054,0,0,1054,1,0,1,1,3,1,4,6,"Typ",0,"Attchd",2,460,"TA","Y",7,2008,151000
60,"RL",24682,"IR3","Lvl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","Unf","Unf",841,841,"GasA","Ex","Y","SBrkr",892,783,0,1675,0,0,2,1,3,1,4,7,"Typ",1,"BuiltIn",2,502,"TA","Y",6,2009,181000
20,"RL",9600,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Hip","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","Rec","Unf",546,1050,"GasA","Gd","Y","SBrkr",1050,0,0,1050,0,0,1,0,2,1,4,5,"Typ",0,"Attchd",1,338,"TA","Y",6,2009,128900
50,"RL",11250,"Reg","Lvl","ClearCr","Norm","Norm","1Fam","1.5Fin",4,5,1957,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","CBlock",4,"TA","Unf","Unf",1104,1104,"GasA","Ex","Y","FuseA",1104,684,0,1788,1,0,1,0,5,1,4,8,"Min2",2,"Attchd",1,304,"TA","Y",11,2009,161500
70,"RL",13515,"Reg","Lvl","BrkSide","Norm","Norm","1Fam","2Story",6,6,1919,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","PConc",4,"TA","Unf","Unf",764,764,"GasA","Ex","Y","FuseA",1060,764,0,1824,0,0,1,0,3,1,4,8,"Typ",1,"Detchd",2,520,"TA","N",7,2007,180500
120,"RH",4060,"Reg","Lvl","NAmes","Norm","Norm","TwnhsE","1Story",6,5,1998,1999,"Gable","CompShg","MetalSd","MetalSd","None",3,"TA","PConc",3,"TA","GLQ","Unf",1139,1405,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,3,5,"Typ",0,"Attchd",2,511,"TA","Y",8,2008,181000
160,"FV",3735,"Reg","Lvl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,1999,1999,"Hip","CompShg","MetalSd","MetalSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",241,691,"GasA","Ex","Y","SBrkr",713,739,0,1452,1,0,2,1,3,1,3,6,"Typ",0,"Detchd",2,506,"TA","Y",3,2006,183900
190,"RM",10120,"IR1","Bnk","OldTown","Feedr","Norm","2fmCon","2.5Unf",7,4,1910,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",2,"TA","CBlock",4,"TA","Unf","Unf",925,925,"GasA","TA","N","FuseF",964,925,0,1889,0,0,1,1,4,2,4,9,"Typ",1,"Detchd",1,308,"TA","N",1,2007,122000
20,"RL",13214,"IR1","HLS","Timber","Norm","Norm","1Fam","1Story",9,5,2008,2009,"Hip","CompShg","Stucco","CmentBd","None",1,"TA","PConc",1,"TA","Unf","Unf",2002,2002,"GasA","Ex","Y","SBrkr",2018,0,0,2018,0,0,2,0,3,1,1,10,"Typ",1,"Attchd",3,746,"TA","Y",5,2010,378500
50,"RL",14100,"IR1","Lvl","Crawfor","Norm","Norm","1Fam","1.5Fin",8,9,1935,1997,"Gable","CompShg","Stucco","Stucco","BrkFace",4,"Gd","CBlock",4,"TA","Rec","Unf",536,728,"GasA","Ex","Y","SBrkr",1968,1479,0,3447,0,0,3,1,4,1,3,11,"Typ",2,"BuiltIn",3,1014,"TA","Y",5,2008,381000
50,"RL",11344,"Reg","Lvl","NAmes","Feedr","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",414,874,"GasW","TA","Y","FuseA",874,650,0,1524,0,0,1,1,3,1,4,7,"Typ",0,"Attchd",1,315,"TA","Y",7,2007,144000
40,"RL",23595,"Reg","Low","ClearCr","Norm","Norm","1Fam","1Story",7,6,1979,1979,"Shed","WdShake","Plywood","Plywood","None",3,"TA","PConc",3,"TA","GLQ","Unf",74,1332,"GasA","TA","Y","SBrkr",1332,192,0,1524,2,0,0,1,0,1,3,4,"Typ",1,"Attchd",2,586,"TA","Y",4,2010,260000
20,"RL",9156,"IR1","Lvl","NWAmes","PosN","Norm","1Fam","1Story",6,7,1968,1968,"Hip","CompShg","BrkFace","BrkFace","None",4,"TA","CBlock",4,"TA","Unf","Unf",1489,1489,"GasA","Gd","Y","SBrkr",1489,0,0,1489,0,0,2,0,3,1,3,7,"Typ",1,"Attchd",2,462,"TA","Y",8,2009,185750
20,"RL",13526,"IR1","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1965,1965,"Hip","CompShg","HdBoard","Plywood","BrkFace",4,"TA","CBlock",4,"TA","BLQ","LwQ",0,935,"GasA","TA","Y","SBrkr",935,0,0,935,1,0,1,0,3,1,4,5,"Typ",0,"Attchd",1,288,"TA","Y",11,2006,137000
80,"RL",11512,"IR1","Lvl","Edwards","Norm","Norm","1Fam","SLvl",6,7,1959,2006,"Gable","CompShg","Plywood","Plywood","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Unf",300,1019,"GasA","Gd","Y","SBrkr",1357,0,0,1357,1,0,1,0,2,1,1,5,"Typ",1,"Basment",1,312,"TA","Y",5,2008,177000
50,"RL",5362,"Reg","Lvl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1910,2003,"Gable","CompShg","Wd Sdng","Wd Shng","None",4,"TA","PConc",4,"TA","Unf","Unf",661,661,"GasA","Ex","Y","SBrkr",661,589,0,1250,0,0,2,0,3,1,4,8,"Typ",1,"Detchd",2,552,"TA","Y",11,2007,139000
90,"RL",11345,"Reg","Lvl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1948,1950,"Gable","Roll","AsbShng","AsbShng","Stone",4,"TA","CBlock",4,"TA","Rec","Unf",708,928,"GasA","Gd","Y","FuseA",928,992,0,1920,0,0,2,0,4,2,4,10,"Typ",0,"Detchd",2,400,"TA","Y",7,2007,137000
60,"RL",12936,"IR1","Lvl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1972,1972,"Gable","CompShg","HdBoard","Plywood","None",4,"TA","CBlock",4,"Gd","BLQ","Unf",130,723,"GasA","TA","Y","SBrkr",735,660,0,1395,0,1,1,1,3,1,4,6,"Typ",1,"Attchd",2,497,"TA","Y",12,2009,162000
80,"RL",17871,"IR1","Lvl","NWAmes","Norm","Norm","1Fam","SLvl",6,5,1967,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",3,"TA","ALQ","Unf",1152,1680,"GasA","Fa","Y","SBrkr",1724,0,0,1724,1,0,1,1,3,1,4,7,"Typ",1,"Attchd",2,480,"TA","Y",6,2009,197900
60,"RL",9473,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",NA,3,"TA","PConc",3,"TA","GLQ","Unf",324,1128,"GasA","Ex","Y","SBrkr",1128,903,0,2031,1,0,2,1,3,1,3,7,"Typ",1,"Attchd",2,577,"TA","Y",3,2008,237000
50,"C (all)",7500,"Reg","Lvl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,4,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",4,"Gd","CBlock",4,"TA","Unf","Unf",698,698,"GasA","TA","Y","FuseA",698,430,0,1128,0,0,1,0,2,1,4,6,"Typ",0,"Detchd",2,528,"TA","Y",4,2010,68400
20,"RL",9808,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",785,1573,"GasA","Ex","Y","SBrkr",1573,0,0,1573,1,0,2,0,3,1,3,6,"Typ",0,"Attchd",2,544,"TA","Y",3,2009,227000
20,"RL",8049,"IR1","Lvl","Timber","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",3,"TA","ALQ","Unf",256,1309,"GasA","TA","Y","SBrkr",1339,0,0,1339,1,0,2,0,2,1,4,6,"Typ",1,"Attchd",2,484,"Gd","Y",7,2006,180000
20,"RL",8800,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,2008,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",3,"TA","LwQ","Rec",364,1040,"GasA","TA","Y","SBrkr",1040,0,0,1040,0,0,2,0,3,1,3,5,"Typ",0,"Detchd",2,484,"TA","Y",9,2009,150500
90,"RL",9400,"Reg","Low","Mitchel","Norm","Norm","Duplex","2Story",6,5,1971,1971,"Mansard","CompShg","MetalSd","Wd Shng","None",4,"TA","CBlock",4,"TA","Unf","Unf",912,912,"GasA","TA","Y","SBrkr",912,912,0,1824,0,0,2,2,4,2,4,8,"Typ",0,NA,0,0,NA,"Y",4,2010,139000
50,"RL",9638,"Reg","Lvl","SWISU","Feedr","Norm","1Fam","1.5Fin",6,7,1919,1990,"Gable","CompShg","Wd Sdng","Wd Shng","None",4,"TA","PConc",4,"TA","Unf","Unf",804,804,"GasA","Ex","Y","SBrkr",1699,748,0,2447,0,0,2,0,4,1,3,10,"Min2",1,"Detchd",1,336,"TA","Y",3,2010,169000
50,"RM",6000,"Reg","Lvl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",4,"Fa","CBlock",4,"TA","Unf","Unf",780,780,"GasA","Ex","Y","FuseF",825,587,0,1412,0,0,1,0,4,1,4,6,"Typ",1,"Detchd",1,280,"TA","Y",5,2009,132500
20,"RL",9790,"Reg","Lvl","NWAmes","Feedr","Norm","1Fam","1Story",6,5,1963,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Rec",678,1328,"GasA","TA","Y","SBrkr",1328,0,0,1328,1,0,1,1,3,1,4,6,"Typ",2,"Attchd",2,528,"TA","Y",6,2010,143000
20,"RL",36500,"IR1","Low","ClearCr","Norm","Norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkCmn",4,"Gd","CBlock",4,"TA","Rec","Unf",812,1624,"GasA","Fa","Y","SBrkr",1582,0,0,1582,0,1,2,0,4,1,4,7,"Typ",0,"Attchd",2,390,"TA","N",6,2006,190000
120,"RL",5664,"IR1","Lvl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CompShg","CemntBd","CmentBd","None",3,"TA","PConc",3,"TA","GLQ","Unf",343,1501,"GasA","Ex","Y","SBrkr",1659,0,0,1659,1,0,2,0,2,1,1,5,"Typ",1,"Attchd",2,499,"TA","Y",10,2009,278000
60,"RL",11065,"IR1","Lvl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",1085,1085,"GasA","Ex","Y","SBrkr",1120,850,0,1970,0,0,2,1,3,1,1,8,"Typ",1,"BuiltIn",3,753,"TA","Y",10,2006,281000
80,"RL",14112,"IR1","Lvl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1964,1964,"Hip","CompShg","Wd Sdng","HdBoard","BrkFace",4,"TA","PConc",4,"TA","GLQ","Unf",138,1152,"GasA","TA","Y","SBrkr",1152,0,0,1152,1,0,1,0,3,1,4,6,"Typ",1,"Attchd",2,484,"TA","Y",4,2010,180500
160,"RM",1680,"Reg","Lvl","BrDale","Norm","Norm","Twnhs","2Story",5,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Unf",399,630,"GasA","TA","Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,4,6,"Typ",0,"Detchd",1,264,"TA","Y",2,2009,119500
70,"RM",6600,"Reg","Lvl","OldTown","Norm","Norm","1Fam","2Story",5,4,1892,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","Stone",4,"TA","Unf","Unf",994,994,"GasA","TA","N","SBrkr",1378,994,0,2372,0,0,2,0,4,2,4,11,"Min2",0,"Attchd",1,432,"TA","Y",12,2009,107500
60,"RL",10140,"Reg","Lvl","NWAmes","Norm","Norm","1Fam","2Story",7,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","PConc",3,"TA","GLQ","Unf",638,832,"GasA","TA","Y","SBrkr",832,832,0,1664,0,0,2,1,4,1,4,8,"Typ",1,"Attchd",2,528,"TA","Y",3,2006,162900
20,"RL",8172,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1Story",5,7,1955,1990,"Hip","CompShg","WdShing","Plywood","None",4,"TA","CBlock",4,"TA","Rec","Unf",697,864,"GasA","TA","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,4,5,"Typ",0,"Detchd",2,572,"TA","N",4,2006,115000
20,"RL",8400,"Reg","Lvl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",36,1052,"GasA","Gd","Y","SBrkr",1052,0,0,1052,1,0,1,1,3,1,4,5,"Typ",0,"Attchd",1,288,"TA","Y",11,2006,138500
20,"RL",8700,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",4,"Gd","CBlock",4,"TA","ALQ","Unf",344,1120,"GasA","Gd","Y","SBrkr",1128,0,0,1128,1,0,2,0,3,1,4,6,"Typ",0,"Attchd",2,525,"TA","Y",12,2008,155000
180,"RM",3675,"Reg","Lvl","Edwards","Norm","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","PConc",3,"TA","GLQ","Unf",0,547,"GasA","Gd","Y","SBrkr",1072,0,0,1072,1,0,2,0,2,1,4,5,"Typ",0,"Basment",2,525,"TA","Y",6,2006,140000
60,"RL",63887,"IR3","Bnk","Edwards","Feedr","Norm","1Fam","2Story",10,5,2008,2008,"Hip","ClyTile","Stucco","Stucco","Stone",1,"TA","PConc",1,"TA","GLQ","Unf",466,6110,"GasA","Ex","Y","SBrkr",4692,950,0,5642,2,0,2,1,3,1,1,12,"Typ",3,"Attchd",2,1418,"TA","Y",1,2008,160000
20,"RL",7500,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1994,"Hip","CompShg","BrkFace","BrkFace","None",4,"TA","CBlock",4,"TA","LwQ","Rec",0,1246,"GasA","Ex","Y","SBrkr",1246,0,0,1246,1,0,1,1,3,1,3,6,"Typ",0,"Attchd",1,305,"TA","Y",5,2010,154000
60,"RL",10762,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","GLQ","Unf",284,978,"GasA","Ex","Y","SBrkr",1005,978,0,1983,0,0,2,1,3,1,3,9,"Typ",1,"Attchd",2,490,"TA","Y",5,2009,225000
